Date,Symbol,Company Name,DealId,Employees,Total Offering Expense,Shareholder Shares Offered,Shares Outstanding,Lockup Period (days),Quiet Period (days),CIK,Exchange,Exchange Group,Price,Shares,filing,price offer,close price
1/7/22,VIGL,"Vigil Neuroscience, Inc.",1130164-101270,34,"$3,100,000.00 ",--,"28,263,963",180,40,1827087,NASDAQ Global Select,NASDAQ,14,"7,000,000",S1,#N/A,
1/7/22,VBOCU,Viscogliosi Brothers Acquisition Corp,1190722-101481,2,"$800,000.00 ",--,"9,375,000",180,40,1853920,NASDAQ Global,NASDAQ,10,"7,500,000",S1,#N/A,
1/7/22,CXACU,C5 Acquisition Corp,1188020-101283,2,"$900,000.00 ",--,"31,250,000",180,40,1856242,NYSE,NYSE,10,"25,000,000",S1,#N/A,
1/7/22,CINC,"CinCor Pharma, Inc.",1181072-101572,10,"$4,000,000.00 ",--,"36,519,099",180,40,1868734,NASDAQ Global,NASDAQ,16,"12,100,000",S1,#N/A,
1/7/22,HOUR,"Hour Loop, Inc",1184149-100902,63,"$796,266.00 ",--,"34,807,753",180,40,1874875,NASDAQ Capital,NASDAQ,4,"1,500,000",S1,#N/A,
1/12/22,ITAQU,"Industrial Tech Acquisitions II, Inc.",1151631-96826,2,"$650,000.00 ",--,"18,750,000",180,40,1841586,NASDAQ Global,NASDAQ,10,"15,000,000",S1,#N/A,
1/12/22,VCXBU,10X Capital Venture Acquisition Corp. III,1149064-96450,4,"$700,000.00 ",--,"35,894,500",180,40,1848948,NYSE,NYSE,10,"26,100,000",S1,#N/A,
1/12/22,HILS,"Tharimmune, Inc.",1178963-100486,2,"$575,000.00 ",--,"11,232,504",180,40,1861657,NASDAQ Capital,NASDAQ,4,"3,750,000",S1,#N/A,
1/12/22,WAVSU,"Cycurion, Inc.",1182696-100812,2,"$685,000.00 ",--,"12,861,000",180,40,1868419,NASDAQ Global,NASDAQ,10,"10,000,000",S1,#N/A,
1/12/22,GHIXU,"Gores Holdings IX, Inc.",1192688-101593,3,"$1,485,000.00 ",--,"65,625,000",180,40,1894630,NASDAQ Global,NASDAQ,10,"52,500,000",S1,#N/A,
1/13/22,WNNRU,Zapata Computing Holdings Inc.,1151833-96841,3,"$750,000.00 ",--,"25,000,000",180,40,1843714,NYSE,NYSE,10,"20,000,000",S1,#N/A,
1/13/22,CSLMU,CSLM ACQUISITION CORP.,1190853-101487,3,"$800,000.00 ",--,"20,625,000",180,40,1875493,NASDAQ Global,NASDAQ,10,"16,500,000",S1,#N/A,
1/13/22,CFSB,"CFSB Bancorp, Inc. /MA/",1176517-99234,31,"$1,576,000.00 ",--,"6,612,500",180,40,1879103,NASDAQ Capital,NASDAQ,10,"2,804,306",S1,#N/A,
1/13/22,TPG,TPG Inc.,1191950-101539,912,"$31,799,000.00 ","5,589,806","69,036,254",180,40,1880661,NASDAQ Global Select,NASDAQ,29.5,"33,900,000",S1,#N/A,
1/14/22,ACABU,"Abpro Holdings, Inc.",1189625-101410,4,"$750,000.00 ",--,"32,625,000",180,40,1893219,NASDAQ Global,NASDAQ,10,"26,100,000",S1,#N/A,
1/14/22,PPYAU,Papaya Growth Opportunity Corp. I,1188510-101325,3,"$705,000.00 ",--,"32,863,125",180,40,1894057,NASDAQ Global,NASDAQ,10,"25,000,000",S1,#N/A,
1/18/22,TKLF,"Tokyo Lifestyle Co., Ltd.",1175101-99080,54,"$1,677,682.00 ",--,"6,000,000",180,41,1836242,NASDAQ Capital,NASDAQ,4,"6,000,000",F1,#N/A,
1/18/22,TETEU,Technology & Telecommunication Acquisition Corp,1193003-101610,2,"$1,035,000.00 ",--,"12,980,000",180,41,1900679,NASDAQ Global,NASDAQ,10,"10,000,000",S1,#N/A,
1/19/22,NSTS,"NSTS Bancorp, Inc.",1176881-99285,35,"$1,929,000.00 ",--,--,180,40,1881592,NASDAQ Capital,NASDAQ,10,"5,290,000",S1,#N/A,
1/19/22,AIBBU,AIB Acquisition Corp,1184653-100928,2,"$600,000.00 ",--,"9,801,500",180,40,1882963,NASDAQ Global,NASDAQ,10,"7,500,000",S1,#N/A,
1/20/22,GAQ'U,Generation Asia I Acquisition Ltd,1183302-100831,3,"$930,000.00 ",--,"27,000,000",180,40,1852061,NYSE,NYSE,10,"20,000,000",S1,#N/A,
1/20/22,BYN'U,"Pinstripes Holdings, Inc.",1172247-98821,3,"$750,000.00 ",--,"27,300,000",180,40,1852633,NYSE,NYSE,10,"21,000,000",S1,#N/A,
1/20/22,DUETU,DUET Acquisition Corp.,1189954-101432,3,"$533,000.00 ",--,"9,806,250",180,40,1890671,NASDAQ Global,NASDAQ,10,"7,500,000",S1,#N/A,
1/21/22,HCMAU,HCM Acquisition Corp,1148368-96328,2,"$600,000.00 ",--,"33,750,000",180,40,1845368,NASDAQ Global,NASDAQ,10,"25,000,000",S1,#N/A,
1/21/22,HMA'U,Heartland Media Acquisition Corp.,1188707-101362,1,"$800,000.00 ",--,"21,875,000",180,40,1850529,NYSE,NYSE,10,"17,500,000",S1,#N/A,
1/21/22,KNSWU,KnightSwan Acquisition Corp,1193186-101630,3,"$640,000.00 ",--,"25,000,000",180,40,1885444,NYSE,NYSE,10,"20,000,000",S1,#N/A,
1/25/22,FGI,FGI Industries Ltd.,1176775-99264,130,"$1,500,000.00 ",--,"9,500,000",180,41,1864943,NASDAQ Capital,NASDAQ,6,"2,500,000",S1,#N/A,
1/25/22,KYCHU,Keyarch Acquisition Corp,1189973-101442,2,"$600,000.00 ",--,"13,200,000",180,41,1865701,NASDAQ Global,NASDAQ,10,"10,000,000",S1,#N/A,
1/25/22,LATGU,Chenghe Acquisition I Co.,1188678-101352,2,"$750,000.00 ",--,"16,250,000",180,41,1868269,NASDAQ Global,NASDAQ,10,"13,000,000",S1,#N/A,
1/27/22,KSCP,"Knightscope, Inc.",928459-100738,54,--,--,"19,256,965",180,40,1600983,NASDAQ Global,NASDAQ,10,"2,236,619",0,#N/A,
1/27/22,CRDO,Credo Technology Group Holding Ltd,1114185-101717,354,"$4,600,000.00 ","1,616,200","144,947,064",180,40,1807794,NASDAQ Global Select,NASDAQ,10,"20,000,000",S1,#N/A,
1/31/22,BWAQU,Blue World Acquisition Corp,1190976-101493,3,"$684,800.00 ",--,"8,428,480",180,42,1878074,NASDAQ Global,NASDAQ,10,"8,000,000",S1,#N/A,
2/1/22,ACAXU,HWH International Inc.,1196388-101808,2,"$650,000.00 ",--,"9,815,000",180,41,1897245,NASDAQ Global,NASDAQ,10,"7,500,000",S1,#N/A,
2/2/22,MTEK,Maris Tech Ltd.,1184855-100961,10,"$1,172,300.00 ",--,"7,265,289",180,40,1872964,NASDAQ Capital,NASDAQ,4.2,"3,690,477",F1,#N/A,
2/3/22,MURFU,CONDUIT PHARMACEUTICALS INC.,1195075-101754,3,"$685,000.00 ",--,"15,060,000",180,40,1896212,NASDAQ Global,NASDAQ,10,"11,500,000",S1,#N/A,
2/4/22,ACLX,"Arcellx, Inc.",1094228-101831,78,"$4,400,000.00 ",--,"33,543,534",180,40,1786205,NASDAQ Global Select,NASDAQ,15,"8,250,000",S1,#N/A,
2/4/22,TGR'U,Kimbell Tiger Acquisition Corp,1171039-98648,2,"$2,000,000.00 ",--,"20,002,500",180,40,1863099,NYSE,NYSE,10,"20,000,000",S1,#N/A,
2/4/22,NVCT,"Nuvectis Pharma, Inc.",1180401-100650,6,"$857,700.00 ",--,"12,717,794",180,40,1875558,NASDAQ Capital,NASDAQ,5,"3,200,000",S1,#N/A,
2/7/22,ATAKU,"DIH HOLDING US, INC.",1192503-101584,3,"$500,000.00 ",--,"25,300,000",180,42,1883788,NASDAQ Global,NASDAQ,10,"20,000,000",S1,#N/A,
2/8/22,LIVBU,LIV Capital Acquisition Corp. II,1194243-101691,3,"$500,000.00 ",--,"12,660,000",180,41,1875257,NASDAQ Global,NASDAQ,10,"10,000,000",S1,#N/A,
2/9/22,BYNOU,byNordic Acquisition Corp,1126587-93830,5,"$910,000.00 ",--,"20,850,000",180,40,1801417,NASDAQ Global,NASDAQ,10,"15,000,000",S1,#N/A,
2/9/22,CPAQU,Counter Press Acquisition Corp,1192756-101600,2,"$950,000.00 ",--,"9,846,250",180,40,1873964,NASDAQ Global,NASDAQ,10,"7,500,000",S1,#N/A,
2/9/22,EVGRU,Evergreen Corp,1195859-101787,2,"$1,035,000.00 ",--,"12,980,000",180,40,1900402,NASDAQ Global,NASDAQ,10,"10,000,000",S1,#N/A,
2/10/22,SKYX,SKYX Platforms Corp.,927897-101614,31,"$750,000.00 ",--,"76,509,944",180,40,1598981,NASDAQ Capital,NASDAQ,14,"1,650,000",S1,#N/A,
2/10/22,HTCR,"HeartCore Enterprises, Inc.",1194509-101718,43,"$650,024.93 ",--,"18,915,943",180,40,1892322,NASDAQ Capital,NASDAQ,5,"3,000,000",S1,#N/A,
2/11/22,MDV,"MODIV INDUSTRIAL, INC.",970657-101465,20,"$765,000.00 ",--,"7,561,211",180,40,1645873,NYSE,NYSE,25,"40,000",0,#N/A,
2/11/22,TCBP,TC BioPharm (Holdings) plc,1183600-100876,74,"$1,384,263.00 ",--,"28,058,398",180,40,1872812,NASDAQ Capital,NASDAQ,4.25,"4,117,648",F1,#N/A,
2/11/22,HNRAU,EON Resources Inc.,1143810-95711,2,"$800,000.00 ",--,"10,135,000",180,40,1842556,NYSE MKT,NYSE,10,"7,500,000",S1,#N/A,
2/11/22,SGHLU,Signal Hill Acquisition Corp.,1195107-101759,2,"$600,000.00 ",--,"12,500,000",180,40,1855885,NASDAQ Global,NASDAQ,10,"10,000,000",S1,#N/A,
2/11/22,JGGCU,Jaguar Global Growth Corp I,1183587-100871,3,"$675,000.00 ",--,"26,666,667",180,40,1857518,NASDAQ Global,NASDAQ,10,"20,000,000",S1,#N/A,
2/11/22,RACYU,Relativity Acquisition Corp,1196420-101813,2,"$660,000.00 ",--,"16,222,500",180,40,1860484,NASDAQ Global,NASDAQ,10,"12,500,000",S1,#N/A,
2/15/22,GENQU,Genesis Unicorn Capital Corp.,1166795-98298,4,"$451,435.00 ",--,"7,883,894",180,41,1853112,NASDAQ Global,NASDAQ,10,"7,500,000",S1,#N/A,
2/15/22,ASCAU,ASPAC I Acquisition Corp.,1170494-98612,1,"$560,000.00 ",--,"7,560,000",180,41,1868775,NASDAQ Capital,NASDAQ,10,"6,000,000",S1,#N/A,
2/16/22,MHUA,"Meihua International Medical Technologies Co., Ltd.",1172444-98847,629,"$1,300,000.00 ",--,"23,600,000",180,40,1835615,NASDAQ Global,NASDAQ,10,"3,600,000",F1,#N/A,
2/16/22,SMFL,"SMART FOR LIFE, INC.",1152551-101550,107,"$410,635.95 ",--,"20,570,605",180,40,1851860,NASDAQ Capital,NASDAQ,10,"1,440,000",S1,#N/A,
2/16/22,FTIIU,FutureTech II Acquisition Corp.,1193409-101651,2,"$475,750.00 ",--,"13,067,575",180,40,1889450,NASDAQ Global,NASDAQ,10,"10,000,000",S1,#N/A,
2/16/22,AXACU,AXIOS Sustainable Growth Acquisition Corp,1198276-101929,3,"$820,000.00 ",--,"19,060,000",180,40,1898019,NYSE,NYSE,10,"15,000,000",S1,#N/A,
2/18/22,BWV,"Onconetix, Inc.",1090879-100669,2,"$1,042,500.08 ",--,"11,048,587",180,40,1782107,NASDAQ Capital,NASDAQ,9,"2,222,222",S1,#N/A,
2/18/22,PWUPU,"Aspire Biopharma Holdings, Inc.",1194036-101682,4,"$552,500.00 ",--,"31,250,000",180,40,1847345,NASDAQ Global,NASDAQ,10,"25,000,000",S1,#N/A,
2/24/22,CLINU,"Alternus Clean Energy, Inc.",1187890-101255,2,"$800,000.00 ",--,"27,466,667",180,40,1883984,NASDAQ Global,NASDAQ,10,"20,000,000",S1,#N/A,
2/25/22,GSRMU,Bitcoin Depot Inc.,1194315-101705,2,"$685,000.00 ",--,"34,375,000",180,40,1901799,NASDAQ Global,NASDAQ,10,"27,500,000",S1,#N/A,
2/25/22,FGMCU,iCoreConnect Inc.,1197696-101898,2,"$950,000.00 ",--,"8,840,000",180,40,1906133,NASDAQ Global,NASDAQ,10,"7,000,000",S1,#N/A,
3/1/22,VMCAU,Valuence Merger Corp. I,1197135-101863,4,"$620,000.00 ",--,"25,000,000",180,41,1892747,NASDAQ Global,NASDAQ,10,"20,000,000",S1,#N/A,
3/2/22,SPCMU,"Sound Point Acquisition Corp I, Ltd",1198307-101932,4,"$1,500,000.00 ",--,"28,125,000",180,40,1880968,NASDAQ Global,NASDAQ,10,"22,500,000",S1,#N/A,
3/2/22,SHUAU,SHUAA Partners Acquisition Corp I,1193415-101653,2,"$1,615,000.00 ",--,"12,500,000",180,40,1886268,NASDAQ Global,NASDAQ,10,"10,000,000",S1,#N/A,
3/2/22,KCACU,"Amprius Technologies, Inc.",1197399-101873,5,"$700,000.00 ",--,"28,571,428",180,40,1899287,NYSE,NYSE,10,"20,000,000",S1,#N/A,
3/9/22,LBBBU,Lakeshore Acquisition II Corp.,1198691-101943,1,"$715,000.00 ",--,"7,985,000",180,40,1867287,NASDAQ Global,NASDAQ,10,"6,000,000",S1,#N/A,
3/10/22,PLAOU,Patria Latin American Opportunity Acquisition Corp.,1151413-96778,2,"$690,000.00 ",--,"25,000,000",180,40,1849737,NASDAQ Global,NASDAQ,10,"20,000,000",S1,#N/A,
3/11/22,NUBIU,Solidion Technology Inc.,1187349-101211,2,"$700,000.00 ",--,"13,860,000",180,40,1881551,NASDAQ Global,NASDAQ,10,"11,000,000",S1,#N/A,
3/15/22,AKAN,AKANDA CORP.,1188791-101974,107,"$556,551.00 ",--,"28,903,090",180,41,1888014,NASDAQ Capital,NASDAQ,4,"4,000,000",F1,#N/A,
3/17/22,GDSTU,Goldenstone Acquisition Ltd.,1164526-98084,0,"$500,000.00 ",--,"6,625,000",180,40,1858007,NASDAQ Capital,NASDAQ,10,"5,000,000",S1,#N/A,
3/24/22,RFACU,RF Acquisition Corp.,1192637-101588,2,"$560,000.00 ",--,"12,700,000",180,40,1847607,NASDAQ Global,NASDAQ,10,"10,000,000",S1,#N/A,
3/25/22,LCFY,Locafy Ltd,1199125-101979,43,"$842,473.00 ",--,"20,528,803",180,40,1875547,NASDAQ Capital,NASDAQ,4.13,"1,454,546",F1,#N/A,
3/25/22,ANTX,"AN2 Therapeutics, Inc.",1204932-102338,22,"$3,300,000.00 ",--,"18,739,786",180,40,1880438,NASDAQ Global Select,NASDAQ,15,"4,600,000",S1,#N/A,
3/31/22,RVSN,Rail Vision Ltd.,1202822-102198,57,"$780,048.00 ",--,"15,896,040",180,40,1743905,NASDAQ Capital,NASDAQ,4.13,"3,787,241",F1,#N/A,
3/31/22,RWODU,"Klotho Neurosciences, Inc.",1205618-102374,2,"$525,000.00 ",--,"12,977,500",180,40,1907223,NASDAQ Global,NASDAQ,10,"10,000,000",S1,#N/A,
4/1/22,MSSAU,Metal Sky Star Acquisition Corp,1181647-100735,2,"$500,000.00 ",--,"12,800,000",180,40,1882464,NASDAQ Global,NASDAQ,10,"10,000,000",S1,#N/A,
4/1/22,XPON,Expion360 Inc.,1188965-101886,21,--,--,"6,445,000",180,40,1894954,NASDAQ Capital,NASDAQ,7,"2,145,000",S1,#N/A,
4/7/22,DECAU,Denali Capital Acquisition Corp.,1204137-102282,1,"$1,150,000.00 ",--,"9,855,000",180,40,1913577,NASDAQ Global,NASDAQ,10,"7,500,000",S1,#N/A,
4/12/22,GNS,Genius Group Ltd,1167012-98347,250,"$1,500,000.00 ",--,"21,519,783",180,41,1847806,NYSE MKT,NYSE,6,"3,272,727",F1,#N/A,
4/13/22,APLD,Applied Digital Corp.,89261-101300,47,"$702,952.50 ",--,"99,205,023",180,40,1144879,NASDAQ Global Select,NASDAQ,5,"8,000,000",S1,#N/A,
4/13/22,EE,"Excelerate Energy, Inc.",1195372-101774,901,"$9,200,000.00 ",--,"23,854,167",180,40,1888447,NYSE,NYSE,24,"16,000,000",S1,#N/A,
4/13/22,AFARU,Aura Fat Projects Acquisition Corp,1207244-102468,3,"$580,000.00 ",--,"12,600,000",180,40,1901886,NASDAQ Global,NASDAQ,10,"10,000,000",S1,#N/A,
4/14/22,STSS,Sharps Technology Inc.,1052407-102467,3,"$239,419.00 ",--,"9,172,356",180,40,1737995,NASDAQ Capital,NASDAQ,4.25,"3,750,000",S1,#N/A,
4/20/22,YOTAU,Yotta Acquisition Corp,1205721-102378,2,"$635,000.00 ",--,"12,813,499",180,40,1907730,NASDAQ Global,NASDAQ,10,"10,000,000",S1,#N/A,
4/22/22,JCSE,JE Cleantech Holdings Ltd,1205818-102391,92,"$1,071,673.58 ","750,000","15,000,000",180,40,1905511,NASDAQ Capital,NASDAQ,4,"3,000,000",F1,#N/A,
4/22/22,ACON,"Aclarion, Inc.",959221-101744,6,"$425,000.00 ",--,"7,822,148",180,40,1635077,NASDAQ Capital,NASDAQ,4.35,"2,165,000",S1,#N/A,
4/26/22,AIMAU,Aimfinity Investment Corp. I,1208380-102521,1,"$1,050,000.00 ",--,"9,200,000",180,41,1903464,NASDAQ Global,NASDAQ,10,"7,000,000",S1,#N/A,
4/27/22,OST,"Ostin Technology Group Co., Ltd.",1149391-96501,233,"$1,078,186.00 ",--,"13,500,000",180,40,1803407,NASDAQ Capital,NASDAQ,4,"3,375,000",F1,#N/A,
4/27/22,TNON,"Tenon Medical, Inc.",891445-101106,10,"$1,015,000.00 ",--,"11,236,801",180,40,1560293,NASDAQ Capital,NASDAQ,5,"3,200,000",S1,#N/A,
4/28/22,CHEAU,Chenghe Acquisition Co.,1209451-102577,2,"$700,000.00 ",--,"12,500,000",180,40,1856948,NASDAQ Global,NASDAQ,10,"10,000,000",S1,#N/A,
4/28/22,CLRCU,ClimateRock,1206278-102414,2,"$600,000.00 ",--,"7,612,500",180,40,1903392,NASDAQ Global,NASDAQ,10,"7,500,000",S1,#N/A,
4/29/22,BLTE,"BELITE BIO, INC",1209920-102615,12,"$2,149,000.00 ",--,"6,000,000",180,40,1889109,NASDAQ Capital,NASDAQ,6,"6,000,000",F1,#N/A,
4/29/22,HLVX,"HilleVax, Inc.",1210192-102633,31,"$3,600,000.00 ",--,"31,662,459",180,40,1888012,NASDAQ Global Select,NASDAQ,17,"11,765,000",S1,#N/A,
5/3/22,ASCBU,ASPAC II Acquisition Corp.,1208551-102529,1,"$736,000.00 ",--,"23,402,500",180,41,1876716,NASDAQ Global,NASDAQ,10,"18,500,000",S1,#N/A,
5/4/22,AUST,Austin Gold Corp.,1122240-100819,0,"$316,589.00 ",--,"12,782,000",180,40,1817740,NYSE MKT,NYSE,4,"3,265,000",S1,#N/A,
5/5/22,EDBL,Edible Garden AG Inc,1132851-100952,46,"$700,000.00 ",--,"8,454,588",180,40,1809750,NASDAQ Capital,NASDAQ,5,"2,930,000",S1,#N/A,
5/6/22,PEPG,PepGen Inc.,1137189-102740,31,"$3,497,661.00 ",--,"22,392,973",180,40,1835597,NASDAQ Global Select,NASDAQ,12,"9,000,000",S1,#N/A,
5/6/22,BLCO,Bausch & Lomb Corp,1196368-101804,19600,"$37,000,000.00 ","35,000,000","350,000,000",180,40,1860742,NYSE,NYSE,18,"35,000,000",S1,#N/A,
5/6/22,RENEU,Cartesian Growth Corp II,1193367-101639,2,"$550,000.00 ",--,"25,750,000",180,40,1889112,NASDAQ Global,NASDAQ,10,"20,000,000",S1,#N/A,
5/10/22,IVCAU,Investcorp AI Acquisition Corp.,1163633-98018,2,"$1,000,000.00 ",--,"28,125,000",180,41,1852889,NASDAQ Global,NASDAQ,10,"22,500,000",S1,#N/A,
5/10/22,GBBKU,Global Blockchain Acquisition Corp.,1212390-102780,2,"$750,000.00 ",--,"19,140,000",180,41,1894951,NASDAQ Global,NASDAQ,10,"15,000,000",S1,#N/A,
5/11/22,HNVR,"Hanover Bancorp, Inc. /NY",1131430-102229,0,"$1,054,994.50 ",--,"7,104,569",180,40,1828588,NASDAQ Global Select,NASDAQ,21,"1,275,000",S1,#N/A,
5/13/22,PNACU,Prime Number Acquisition I Corp.,1199270-101985,2,"$708,920.00 ",--,"7,880,892",180,40,1858180,NASDAQ Global,NASDAQ,10,"6,000,000",S1,#N/A,
5/13/22,PFHC,ProFrac Holding Corp.,1188060-101288,2522,"$4,000,000.00 ",--,"39,008,850",180,40,1881487,NASDAQ Global Select,NASDAQ,18,"16,000,000",S1,#N/A,
5/17/22,VEDU,Visionary Holdings Inc.,1204806-102332,102,"$1,061,602.02 ",--,"39,250,000",180,41,1892274,NASDAQ Capital,NASDAQ,4,"4,250,000",F1,#N/A,
5/17/22,OKYO,OKYO Pharma Ltd,1204973-102351,2,"$381,000.00 ",--,"21,769,853",180,41,1849296,NASDAQ Capital,NASDAQ,4,"625,000",F1,#N/A,
5/17/22,BGXX,Bright Green Corp,1208653-102537,2,--,"158,249,000","158,357,000",180,41,1886799,NASDAQ Capital,NASDAQ,8,"158,249,000",S1,#N/A,
5/25/22,BNRG,Brenmiller Energy Ltd.,1212399-102782,70,"$548,604.00 ","3,340,620","15,430,234",180,40,1901215,NASDAQ Capital,NASDAQ,5.18,"3,340,620",F1,#N/A,
6/1/22,TOP,TOP Financial Group Ltd,1176736-99255,11,"$890,351.00 ",--,"35,000,000",180,40,1848275,NASDAQ Capital,NASDAQ,5,"5,000,000",F1,#N/A,
6/3/22,SVRE,SaverOne 2014 Ltd.,1205111-102356,41,"$600,000.00 ",--,"22,694,296",180,40,1894693,NASDAQ Capital,NASDAQ,4.13,"2,941,918",F1,#N/A,
6/8/22,PEV,PHOENIX MOTOR INC.,1188754-101378,55,"$678,452.00 ",--,"19,600,000",180,40,1879848,NASDAQ Capital,NASDAQ,7.5,"2,100,000",S1,#N/A,
6/10/22,ACACU,Acri Capital Acquisition Corp,1205991-102398,1,"$690,000.00 ",--,"7,500,000",180,40,1914023,NASDAQ Global,NASDAQ,10,"7,500,000",S1,#N/A,
6/15/22,LYT,Lytus Technologies Holdings PTV. Ltd.,1153215-96996,43,"$611,969.00 ",--,"36,763,536",180,40,1816319,NASDAQ Capital,NASDAQ,4.75,"2,609,474",F1,#N/A,
6/15/22,HSCS,HeartSciences Inc.,809326-103102,13,"$850,000.00 ",--,"8,042,330",180,40,1468492,NASDAQ Capital,NASDAQ,4.25,"1,500,000",S1,#N/A,
6/16/22,FLFVU,"Thunder Power Holdings, Inc.",1210759-102666,3,"$867,500.00 ",--,"9,014,250",180,40,1912582,NASDAQ Global,NASDAQ,10,"8,500,000",S1,#N/A,
6/22/22,GSUN,Golden Sun Health Technology Group Ltd,1158335-97489,494,"$842,246.00 ",--,"13,370,000",180,40,1826376,NASDAQ Capital,NASDAQ,4,"4,400,000",F1,#N/A,
6/24/22,SKGRU,SK Growth Opportunities Corp,1217058-103135,2,"$650,000.00 ",--,"25,000,000",180,40,1912461,NASDAQ Global,NASDAQ,10,"20,000,000",S1,#N/A,
6/28/22,IE,Ivanhoe Electric Inc.,1173782-103158,89,"$4,300,000.00 ",--,"92,887,918",180,41,1879016,NYSE MKT,NYSE,11.75,"14,388,000",S1,#N/A,
7/12/22,NA,Nano Labs Ltd,1219804-103318,122,"$3,087,332.00 ",--,"1,770,000",180,41,1872302,NASDAQ Global,NASDAQ,11.5,"1,770,000",F1,#N/A,
7/13/22,ILAG,Intelligent Living Application Group Inc.,1127440-93959,375,"$1,406,071.00 ",--,"18,060,000",180,40,1814963,NASDAQ Capital,NASDAQ,4,"5,060,000",F1,#N/A,
7/15/22,HKD,AMTD Digital Inc.,1160165-97666,50,"$3,661,912.00 ",--,"16,000,000",180,40,1809691,NYSE,NYSE,7.8,"16,000,000",F1,#N/A,
7/21/22,VRAX,Virax Biolabs Group Ltd,1207192-102458,6,"$171,275.00 ",--,"11,374,098",180,40,1885827,NASDAQ Capital,NASDAQ,5,"1,350,000",F1,#N/A,
7/28/22,MAIA,"MAIA Biotechnology, Inc.",1210766-102668,12,"$1,151,316.00 ",--,"10,635,904",180,40,1878313,NYSE MKT,NYSE,5,"2,000,000",S1,#N/A,
7/28/22,ECBK,"ECB Bancorp, Inc. /MD/",1205808-102386,57,"$2,700,000.00 ",--,--,180,40,1914605,NASDAQ Capital,NASDAQ,10,"8,915,247",S1,#N/A,
7/29/22,MGAM,"Mobile Global Esports, Inc.",1183565-101646,12,"$300,000.00 ",--,"18,309,800",180,40,1886362,NASDAQ Capital,NASDAQ,4,"1,500,000",S1,#N/A,
8/3/22,BRSH,Bruush Oral Care Inc.,1222167-103479,0,--,--,"7,343,663",180,40,1913210,NASDAQ Capital,NASDAQ,4.16,"3,728,549",F1,#N/A,
8/4/22,MOBVU,Mobiv Acquisition Corp,1218492-103233,2,"$431,000.00 ",--,"11,453,100",180,40,1931691,NASDAQ Global,NASDAQ,10,"8,700,000",S1,#N/A,
8/5/22,MEGL,Magic Empire Global Ltd,1213751-102875,9,"$684,432.00 ",--,"20,000,000",180,40,1881472,NASDAQ Capital,NASDAQ,4,"5,000,000",F1,#N/A,
8/5/22,PTWOU,SBC Medical Group Holdings Inc,1219995-103334,2,"$563,750.00 ",--,"13,121,375",180,40,1930313,NASDAQ Global,NASDAQ,10,"10,000,000",S1,#N/A,
8/10/22,EMCGU,Embrace Change Acquisition Corp.,1170792-103161,2,"$650,000.00 ",--,"8,532,500",180,40,1869601,NASDAQ Global,NASDAQ,10,"6,500,000",S1,#N/A,
8/11/22,HMACU,Hainan Manaslu Acquisition Corp.,1188625-101339,3,"$500,000.00 ",--,"7,810,000",180,40,1894370,NASDAQ Global,NASDAQ,10,"6,000,000",S1,#N/A,
8/11/22,TGL,TREASURE GLOBAL INC,1211968-102761,48,"$304,000.00 ",--,"16,824,973",180,40,1905956,NASDAQ Capital,NASDAQ,4,"2,000,000",S1,#N/A,
8/12/22,REBN,"Reborn Coffee, Inc.",1025036-101680,75,"$750,000.00 ",--,"13,119,945",180,40,1707910,NASDAQ Capital,NASDAQ,5,"1,440,000",S1,#N/A,
8/12/22,CHG,LUXURBAN HOTELS INC.,1195922-101789,107,"$1,018,000.00 ",--,"26,475,418",180,40,1893311,NASDAQ Capital,NASDAQ,4,"3,375,000",S1,#N/A,
8/12/22,FRZA,"Forza X1, Inc.",1193404-101649,9,"$1,125,000.00 ",--,"10,000,000",180,40,1901305,NASDAQ Capital,NASDAQ,5,"3,000,000",S1,#N/A,
8/15/22,LUCY,Innovative Eyewear Inc,1121064-101505,9,"$592,898.00 ",--,"7,307,157",180,42,1808377,NASDAQ Capital,NASDAQ,7.5,"980,000",S1,#N/A,
8/23/22,STBX,Starbox Group Holdings Ltd.,1220331-103355,17,"$1,041,161.00 ",--,"45,000,000",180,41,1914818,NASDAQ Capital,NASDAQ,4,"5,000,000",F1,#N/A,
8/25/22,MOB,Mobilicom Ltd,1213406-102855,28,"$792,026.00 ",--,"4,028,679",180,40,1898643,NASDAQ Capital,NASDAQ,4.13,"2,858,000",F1,#N/A,
8/26/22,JFBR,Jeffs' Brands Ltd,1202709-102192,5,"$610,000.00 ",--,"8,074,217",180,40,1885408,NASDAQ Capital,NASDAQ,4.16,"3,717,473",F1,#N/A,
8/26/22,JZ,Jianzhi Education Technology Group Co Ltd,1168020-98443,95,"$2,776,559.00 ",--,"5,000,000",180,40,1852440,NASDAQ Global Select,NASDAQ,5,"5,000,000",F1,#N/A,
8/26/22,PXMD,"PaxMedica, Inc.",1121399-93014,5,"$1,194,430.00 ",--,"10,016,381",180,40,1811623,NASDAQ Capital,NASDAQ,5.25,"1,545,454",S1,#N/A,
8/26/22,ONFO,"Onfolio Holdings, Inc",1128737-102646,7,"$553,651.00 ",--,"5,110,195",180,40,1825452,NASDAQ Capital,NASDAQ,5,"2,753,750",S1,#N/A,
8/30/22,HPCO,"Hempacco Co., Inc.",1192954-102502,15,"$415,126.17 ",--,"23,010,124",180,41,1892480,NASDAQ Capital,NASDAQ,6,"1,000,000",S1,#N/A,
